official_index,true_class_id,grid_rows,grid_columns,patch_size_pixels,permutation_0_based_json,shuffled_rgb_sha256
4754,6,4,4,56,"[13,10,11,4,12,1,8,5,7,9,6,0,15,2,14,3]",f43fe9d4e2c66788fb52074b0000732d9605f34342275b2cc50329ad9cb63639
4785,0,4,4,56,"[0,2,5,14,13,1,4,12,9,3,11,10,15,8,6,7]",9d855ac95a5d5d1526710110e8efed492246918408d091770d827cdf6713b682
4791,7,4,4,56,"[11,14,6,1,4,9,3,2,15,12,13,8,5,10,0,7]",8bfb0110967886455757ccb266d8ef86ed6b64d735c4a2252c550e0acdb98e71
4819,0,4,4,56,"[6,1,15,3,0,12,11,14,2,7,4,9,10,8,13,5]",6fd9d1f0c133bcb61c02d01bb7a9d2214b2d5d0ca24a5bf1ab4d429bb0402352
4821,3,4,4,56,"[0,8,2,7,10,6,11,1,12,15,3,9,5,4,13,14]",bcd2f2987e8bb4eba3a866410cd926615ffa00f21a1449acae2c57fcabbbfc2b
4827,6,4,4,56,"[13,9,10,7,6,15,11,3,12,2,0,4,1,5,14,8]",2db591d1de8b8bcf7c956f596c5b3d8d554861fdf571dbe237ad7e02932f10c5
4850,5,4,4,56,"[2,10,12,11,3,15,4,5,0,14,7,1,9,8,13,6]",5f09e1d5df32cca9c92ec8f0687eb66e5fa0af1788aaec8ed53f1c18ee1dccac
4881,3,4,4,56,"[2,4,15,11,0,14,5,12,13,7,6,8,1,10,9,3]",d2c2d3780adca8b61e3aeba3fe414fdb82034a3231b7e285f2107686ca7042b5
4893,0,4,4,56,"[5,3,12,15,6,10,1,11,14,8,13,4,7,9,2,0]",655eb470f7ec26b93b4491fae96772f4509e4524777c51cd5a4faca54cb744dc
4908,3,4,4,56,"[12,5,11,7,8,6,15,9,13,1,10,3,14,2,0,4]",362be0f25c442e5c3617f2b20d80405e6a1219bb6513b90121fa8e0c4a56b25a
4913,2,4,4,56,"[5,0,3,2,10,6,4,13,12,15,14,9,11,8,7,1]",d077ed7f8ea991f6911ad37f90d59c7d28cf442e53173dbc2300d035d4daf572
4921,2,4,4,56,"[10,0,7,13,1,3,12,8,4,9,5,2,15,6,14,11]",0021c2620d6ada991fd2427b30ae27de150ab92106084780dd91be66f3310c8d
4953,5,4,4,56,"[9,7,12,8,5,4,14,13,15,2,1,11,0,3,6,10]",59d8c415e41c985924be8d1e7423a3ae43c9891bd6f3903fbed17483770baf14
4966,5,4,4,56,"[9,0,7,14,10,12,8,5,1,4,2,6,13,3,11,15]",e38def7c4a008fb3004ab4ee9bf7fbba5c4dd83be6b42e461c617d9a8de6addb
4990,8,4,4,56,"[7,9,4,14,11,1,12,2,0,10,13,8,5,3,6,15]",49c0054e233328d6bac7ee3b622f3e70edf483b9bdc9c02a6b431dcb6bc32bd8
5000,8,4,4,56,"[5,9,14,8,4,10,1,11,0,7,3,2,6,15,12,13]",1f62d937a618cce5e23f039f47d33595fce7d01faffeacabe44e0c7e9c7eefbf
5030,2,4,4,56,"[9,7,15,8,11,5,10,6,14,3,4,1,13,0,2,12]",b0eb045df5e955d7a438a2056e727556cd6ff46a99923ebd7f8476c7c3dcaacc
5062,4,4,4,56,"[6,14,4,5,12,1,11,7,0,15,2,9,10,13,8,3]",7a26f132621431d20b752e63ec2c5692f0f4c8deb78669fcb58e1f35a856ad37
5077,4,4,4,56,"[1,6,12,9,13,3,15,5,0,10,2,11,8,7,4,14]",e828b2c426ccd344385d94a7ee133371571158fdf533283e7b5575ab91fe4114
5082,6,4,4,56,"[2,10,5,12,3,1,9,0,7,11,6,14,15,4,13,8]",9999027058f38ab279013e2776ce8dd3570c8eb324e3eb961f22755082ee4703
5092,1,4,4,56,"[15,0,12,9,14,2,7,5,3,6,1,4,13,8,11,10]",90321361da7512c509a4f575176b3972bea319d026ad51627bd0feddf5f41874
5101,5,4,4,56,"[8,15,1,0,6,2,14,9,5,12,4,7,3,10,13,11]",be6ff64f977fb589aa3382328753b90242de543c1ecf68cc7711a0a7c694400b
5117,0,4,4,56,"[13,5,11,6,0,2,10,7,14,8,9,1,3,15,4,12]",89e642ba4df7bbf16c687b97ad9bb8e8cbd5b1451c1ae22bcd839642602eb752
5123,1,4,4,56,"[10,1,14,7,9,13,8,4,15,11,0,12,2,3,6,5]",58e7fb4f801b42d51951c77601427ad456a285172150875163cdb17ffd69ffcd
5135,4,4,4,56,"[4,8,13,12,5,1,10,2,3,0,9,14,7,15,11,6]",39be2266b27d793c93a0f3c555cc3cab695fc5d904c1caa7b2658045bb3f67d8
5183,2,4,4,56,"[12,14,3,6,13,15,8,1,4,11,2,10,5,7,0,9]",1781ca4cbae864a5798c66b74de52644bdb1c3222be87aa65b071dba717b69ff
5213,4,4,4,56,"[2,5,9,0,12,1,4,6,13,3,8,7,10,14,11,15]",ff89f03e2e0f8f13f684797dde52cd44249438a5aebad6b8981ab7c7d0da1b84
5218,2,4,4,56,"[12,5,13,4,9,8,0,6,14,10,7,3,11,15,1,2]",757273efe1188340176494495f4f61c1e9b113a5588a8f852d3eecb8adc75dfb
5220,1,4,4,56,"[10,11,3,15,6,13,14,9,4,5,1,0,8,7,12,2]",be3ffbbcf4f0c0b06709eeb46a4467d55a8994044c1911eeb4252cbaee2f47b0
5237,2,4,4,56,"[4,7,10,12,11,14,5,13,9,8,0,6,3,1,2,15]",c9623a0d0dbd8e83591d53ccd3f32703adb0fb7096c4e11fe000b8176a124893
5256,1,4,4,56,"[11,12,4,7,0,10,2,13,5,8,15,3,1,6,9,14]",663fd88800112f0cac3a36f88a7d65ba019c23ea7b56d87c60f19bf8d8698467
5284,9,4,4,56,"[11,4,9,12,10,13,2,8,6,0,5,14,15,7,1,3]",e2d1a8318d4b8c00324a252c84ada0ee14ff9859df1977c260a6a29b9d1ea643
5301,9,4,4,56,"[0,3,5,7,1,9,15,2,4,8,13,12,14,6,11,10]",929d778dd77e269301f6c80c09ad49a1048f230130362847f779afbe5ee465b8
5318,2,4,4,56,"[2,5,7,1,10,13,12,6,15,14,8,3,0,9,4,11]",a07a6fbfdd907bc2e9871926fbfb93f861c79aceb47a9cfe95ba01301c027a00
5332,5,4,4,56,"[1,2,14,0,9,12,10,6,3,11,15,7,8,4,5,13]",cecb1e1714d9ed563f1ef6f03b6e6c8b2010a22a6c09bf849cdd5b33fab0296d
5333,2,4,4,56,"[3,14,7,4,6,15,5,1,12,13,2,9,0,11,10,8]",9b9ecc1bb0c709a4ad25e9480d17aa20a2e088a2a175929714ae609f689e49b8
5360,9,4,4,56,"[8,1,2,7,15,9,11,6,10,13,0,4,14,12,3,5]",9a73417b605893aeff7d3c9f88daa4e27253fbae2661a8f9299152633f0c2db2
5381,5,4,4,56,"[4,0,14,7,2,1,9,3,12,13,6,11,10,8,15,5]",aee3c5a4c995b05187a0ec6884823ec0d6ec516de02152af30095a1b845ae83b
5382,6,4,4,56,"[1,6,7,10,9,5,3,12,4,11,14,8,13,15,0,2]",de195e733b2dae8ecd5379c9714a519d900ece248184c1709fc8b83551fbe225
5395,2,4,4,56,"[8,3,7,1,9,13,2,0,6,14,15,4,5,12,11,10]",5f26d6ad79c65b4bb2a6227f90bc9b5a679c8200d71c73776d377b7c3db7a099
5402,4,4,4,56,"[11,2,4,10,15,14,13,0,1,6,7,3,9,5,8,12]",30889b7c4e1842d93e260b310387db676c4fa88101142fc5acb6789bb97c9cac
5408,6,4,4,56,"[0,1,5,14,10,7,12,9,3,6,11,15,2,4,8,13]",bea884327551b441e008b700c0730099cf5c98fd69a6ce0cd21a59470f7b7aea
5436,7,4,4,56,"[8,1,10,3,14,13,11,15,4,12,0,7,5,6,2,9]",a5b04da8bad360feeba144e7655e7248acd01f9451e153b1a994b15cabb5e5f2
5447,9,4,4,56,"[8,5,1,15,11,0,3,6,10,7,9,4,14,12,2,13]",beb1dd316a1037273d504e2e619d611ed6184a557820f3bc74f4425c98fa167b
5450,7,4,4,56,"[2,9,14,8,4,11,3,13,5,0,10,6,15,1,7,12]",a86117e3c10698cf47c315c7d880e9f2175c4b3b42434ab3ded54d983bbf489e
5451,8,4,4,56,"[11,4,1,9,15,2,0,14,13,10,5,12,7,8,6,3]",9d07fb9b928c196a114d615433ce32efa1d6ed9ab8375e158dffb94dc1501248
5452,9,4,4,56,"[15,13,5,8,12,9,3,2,7,11,1,14,10,0,4,6]",b1c7d05d5555a49e10b6d9d76e2a3ede176937a9306b1ea8b9f5e129b2f6ec20
5467,4,4,4,56,"[13,9,8,0,14,1,2,7,11,3,5,6,12,4,15,10]",5cd05c3d1c9d3bd4da58a7b41c9ad2f6e7494b738a3e6b23a2fe207b358db545
5478,0,4,4,56,"[6,11,2,5,15,1,3,8,0,7,10,9,4,13,12,14]",6c7e6b554c5c5921742c60f30ca7f395dd942d3f7df7b0e0447d6e39a24bd558
5488,1,4,4,56,"[15,8,5,10,4,13,7,12,3,2,11,14,1,0,9,6]",c86cd332de7045b7807e83e8c40d460d49b1e34e8289154ff8487b67566ede38
5496,5,4,4,56,"[1,6,4,10,14,9,0,3,7,15,11,12,13,2,8,5]",ae97c951e09a4a578561c8b4a9cf5bc0804ea4f1a015e4cacf8653d66fee682c
5508,9,4,4,56,"[15,1,13,10,3,8,11,5,6,0,14,2,4,9,7,12]",50fd4014d2444641567287a3a5cbfef665469e8ad2f6d72f566d0d03def71e24
5512,2,4,4,56,"[7,5,1,9,12,3,8,14,15,6,10,13,2,4,0,11]",0c3b7ac210a09f7c58971e9f1c575709789195676f50038fbd20ffb818f63da2
5525,8,4,4,56,"[15,5,10,1,7,0,4,6,14,8,9,3,11,12,13,2]",e96030bcf505b471211b6a5d629b090fac879754eb3df81a37a3a12bd61463ef
5528,3,4,4,56,"[7,2,14,3,15,8,11,1,4,13,0,9,6,10,12,5]",57e05389eb9c5b3cd5002d662a167593c04c7dd3efb126dab090298ecd4d685a
5556,4,4,4,56,"[10,8,15,9,4,11,0,7,5,6,1,13,12,14,2,3]",b5b805a05341bdedbf79714e47c2d78ae5a52000016f15bb52de31a8a7a28915
5560,1,4,4,56,"[11,4,10,14,9,8,0,15,6,7,2,5,1,13,12,3]",d3c86889ac18f0e184eaf1fc5464f692f87b6174e8f2a10855481c06a5542188
5572,9,4,4,56,"[9,0,6,2,7,10,1,12,13,3,15,11,8,14,4,5]",73b510427753fc5049ae8b5494eaa0b3a3c7723b60f4c869f1c39d6a64f2f10a
5580,6,4,4,56,"[6,15,11,2,12,14,4,1,0,10,3,9,5,13,8,7]",6ca7c2f31bd938df7cd9657da8359100f3b16a650d8b1c1f1dda98c18ca175a6
5590,9,4,4,56,"[15,11,7,5,10,9,13,8,4,0,3,6,2,14,1,12]",346851153feeef21ac6a1613f1e76c75b3e3f440612cf5ba8f30f2d08e4241b3
5623,4,4,4,56,"[14,1,0,13,11,8,4,3,7,2,15,5,9,6,12,10]",0d73a5107f572725ac42f5ebe9adc24ddbcd0a9bf11115062d7605872ad92e6f
5677,2,4,4,56,"[4,5,10,12,1,15,13,11,8,0,3,7,9,14,2,6]",e453230d45e2c6eb1a2a8dbe145baec92ee0783f79814c4cc34011f96aa4520b
5694,8,4,4,56,"[1,10,4,15,5,9,0,12,6,13,8,11,2,14,3,7]",7ed18559581a0cea1af8272b85594fc63f19b523fe92d1fa064dbb3bfca72510
5701,5,4,4,56,"[12,14,2,5,13,6,11,4,8,15,3,9,10,0,1,7]",bf89df268d8647f65e7dfc4f919bbc0e99d874d5fb6c5d17c2796603b59f6f16
5705,8,4,4,56,"[4,14,1,2,10,6,0,11,13,7,9,8,3,12,15,5]",368e3ee17e140b95ac23ca0ede01cda5bd21c0f9b9b972d54aecebf239adbf27
5719,7,4,4,56,"[12,4,0,1,14,5,7,13,6,8,2,9,11,10,15,3]",4d11d8639a238cdf41be173950b88bbd3f847ae013173be44944ad4ed17d714e
5729,6,4,4,56,"[11,0,6,13,15,8,5,1,2,7,4,14,3,12,10,9]",f5688e59334df120d3f1a839fff7b2e82e9d2bfaede6f14931208e52bc1913be
5756,2,4,4,56,"[10,0,13,15,9,7,14,3,12,11,2,4,1,8,6,5]",c1bb945d7bd7ceab4c8db4308ecff7d02ff8ea5bffdd546f48af3db540bfb5f7
5788,9,4,4,56,"[12,10,8,7,0,1,6,13,5,2,15,14,9,11,4,3]",eb7446af4984170dec2ecf452a3503cdc15e56cc726b71db89fc0e256d43c833
5789,4,4,4,56,"[15,12,0,4,2,7,13,5,8,10,6,3,11,9,1,14]",9831540a7acacf521cf3b1a4533bafdfe8b3d86b3ca4a7cc669bec474fb5ee57
5824,2,4,4,56,"[12,7,15,3,13,11,9,6,8,2,1,10,14,4,0,5]",637a015e93b0e74651eefeb105dc71c51c1e5f9f594201f0e29585932229a2ee
5848,7,4,4,56,"[10,14,4,9,12,0,5,6,3,7,2,1,11,8,13,15]",1a6762bf1c46ffff914b0c44d03f859d81127d40efb9db4c89ce4b65e7b7ff78
5851,9,4,4,56,"[3,6,4,14,13,10,7,12,1,9,5,2,15,0,8,11]",9a2086ca38408b8b91090261d1121259555b3585e1e253efe94611a66a6ee1b3
5857,6,4,4,56,"[11,7,4,5,12,8,9,3,6,0,14,10,13,1,15,2]",77c1538d6de9568386725daf62390421b7b27863d0f46619a9aef45f95ae5405
5858,6,4,4,56,"[10,8,12,2,1,5,4,0,9,13,6,14,15,11,3,7]",ce07ed020744a7b147a373b3c83586ea72760913197b9b3cf974f82dba7296f4
5912,0,4,4,56,"[10,4,15,9,14,5,12,7,3,1,0,11,2,8,6,13]",32f088aa4b4fca13e76db21a05947fa241a46ca5d0d31a608365e88857113cd7
5915,9,4,4,56,"[12,9,0,11,13,15,4,1,5,7,3,8,10,14,6,2]",7c39e7a47ea8e2ccfe586c652bd243aaede7661686122dab422ca81aca28d0b1
5918,0,4,4,56,"[3,4,8,7,2,6,0,11,15,12,14,10,13,1,9,5]",1c5b22c3c8291e2bfc6c54fbf21cba5ebcedf8ff935f150d6e21f2948801e1d4
5924,5,4,4,56,"[15,11,4,1,6,0,2,13,3,9,5,8,12,10,14,7]",06f88f0e7bf7860a8ea61f492c7ae622911d6a05a337460214490614c5666591
5977,7,4,4,56,"[2,8,15,5,11,1,12,14,0,6,13,9,3,4,7,10]",ac8c88ae86f90871e0cae194a8eda829b209a9dbfa6f874ab1fe9abb0895e9fb
5981,9,4,4,56,"[11,13,12,1,2,15,9,8,14,10,0,4,3,6,7,5]",dc6389b7978565fa8615dfe71cb62637c6c0a4474dbf859e5024a258645ea20c
5999,0,4,4,56,"[9,4,1,15,10,0,6,12,5,2,14,7,13,3,8,11]",482687ba3ff152a5297de9bceaf6a14f59c7db3baeb02c7535006d046de608da
6028,2,4,4,56,"[14,12,7,2,15,10,11,3,5,0,8,13,1,6,4,9]",31ba854abb63871060f69262fa1a9cf5f842b9d52ab76e9521c43b8c862ae914
6033,4,4,4,56,"[5,2,8,13,7,4,1,10,14,15,0,11,6,12,9,3]",ab59a0fd961e4ba785c7ab7a7da3244873e2c9e26778b394be2715fdc0ca691c
6076,1,4,4,56,"[13,3,0,4,9,5,12,2,11,7,14,15,1,8,10,6]",535be0f85b500590c721ae9d3ac00b4d01cd331bd26f876abaf55d693fb3098f
6084,7,4,4,56,"[12,2,11,4,5,8,7,9,1,14,0,10,3,6,15,13]",288c9f8ed40da958473e7c8a146cb10c0af1f094c7234188b447780cbc548ae5
6097,4,4,4,56,"[12,4,3,0,5,13,15,14,11,7,8,9,2,10,1,6]",df913119c8dba3fe4299fbcb6c9ee7a1c94c7a8736d98f6a611aa97d66290d69
6169,1,4,4,56,"[6,3,11,5,15,14,10,2,1,0,4,9,13,7,8,12]",516f546bb30ec92662b6bcbc37bf094dce889a858ff6db92535ce978d897a6f4
6190,7,4,4,56,"[4,10,8,9,14,2,12,5,13,7,6,3,11,1,0,15]",abba3cd49c2e59870c3484f28a8e0726f4f98df65403b50231b0c2a5f6c0dc9a
6224,5,4,4,56,"[14,2,12,6,15,9,0,5,4,3,8,13,10,1,7,11]",2d4a8f069932ccedd6ec29cf7da80594fff9475fd6d9a1010e48d1598fe48225
6244,2,4,4,56,"[15,12,1,9,6,4,14,5,11,10,3,2,0,13,8,7]",722fdfbb6e17ddc52371b2098e36fb7f41a443ed1d6263aa3a1d661af7d76fa1
6264,2,4,4,56,"[2,8,3,11,14,10,15,13,4,9,5,12,6,1,7,0]",9816c6b569e0ddf5ebd3534ad3d5afd2f3681b819d2dd3ef5a8e9bfc4b33e666
6271,2,4,4,56,"[3,8,12,1,11,10,13,2,0,15,4,14,6,5,9,7]",ece0f7e655133e420c6266757eeaa18aa43d2aa001b73b200de33edac4e1781b
6288,4,4,4,56,"[7,8,9,14,13,15,6,10,1,12,11,2,4,5,3,0]",0fb9156404b0cd6aada7e592967dabeb5db8c8157a52b8a5a2a8af16fff293f9
6332,2,4,4,56,"[8,1,13,5,4,6,7,15,2,10,9,11,3,0,12,14]",bc1d1cd4cf54abfe006d38e01e6f0869acaa3b7679e99a96ff6a7ad4ce90db76
6349,1,4,4,56,"[7,6,9,8,0,4,10,15,2,14,1,5,3,13,12,11]",c494b89c7cfbd1582214e7439010843b2aa62dbf3ddd6ad582f608b0570a8f86
6354,2,4,4,56,"[2,10,8,15,0,7,9,11,5,1,12,4,3,6,13,14]",b3ec86adb0ae41563025f3e04649eb114fed1ea82a33921a117356b7af1a3b7c
6358,5,4,4,56,"[2,10,7,15,5,1,6,8,0,9,3,11,4,13,12,14]",495dc03725d460384e3b546113532d8bbc1739883bc0acdb5b5aa842330c1df3
6381,6,4,4,56,"[9,12,2,7,1,6,3,13,10,11,4,5,0,8,15,14]",7e2d7dbe3c6400feb2e3d556414c314fd0592bf30342e3906c6e3b1425a4fce0
6414,5,4,4,56,"[6,0,4,1,7,12,13,3,9,15,11,2,5,8,10,14]",24450878e13fb44441d51d5a52698fa365544ea0597df0d46f099ad151639be4
6426,2,4,4,56,"[13,15,2,11,4,8,0,12,5,9,6,7,14,10,1,3]",729fd140f55431f64cc03d117b6ecea4ce66216b3dedc763b556ee477bccdcfd
6434,8,4,4,56,"[6,5,8,10,3,15,9,2,7,14,4,11,0,12,13,1]",55acc3b3f0c1e9260ffba852143fdaa585a5a1f7f99152d3e78ceaebedb377de
6437,0,4,4,56,"[8,3,11,10,9,13,2,6,4,14,1,12,0,15,5,7]",0c9e3baf6491fc05e2f9efef18a5b9a4786d07355943622424e19baef3715f87
6455,0,4,4,56,"[8,5,3,15,6,11,7,12,10,1,4,2,14,0,13,9]",c6e071efc14318768d38bbfc8bc178a32a91ce77f4a5eee809f14450360d609a
6490,3,4,4,56,"[12,6,2,4,3,15,5,9,1,7,8,11,14,10,13,0]",4db653477e754cbcd045d6ac673b66ebd427b3dc4da96399caf2598cd7de5a70
6503,2,4,4,56,"[10,13,8,9,7,1,14,6,0,15,11,4,5,3,2,12]",2170683068cc6b93dbe2a1d9c1b99388aea432d7528b8a5701c11b5c3a1d3692
6508,4,4,4,56,"[1,11,2,8,10,7,4,14,15,6,0,13,12,5,9,3]",c235d6f876349a62bf5ba09359bf98fd4d0507f1a649fe228fae707d642de680
6528,4,4,4,56,"[4,13,14,9,1,0,6,10,11,15,8,3,7,2,12,5]",42da7d4028c5df8508eefc5f253ee741b93eb4b86457ca7734881265deaefc45
6594,1,4,4,56,"[0,15,5,9,2,14,7,1,3,8,4,12,6,10,11,13]",61ba0f035e2f117ec5972e416ef3cd97d2425d54d4a238705844a4547fc9d19d
6609,0,4,4,56,"[15,5,8,7,3,13,4,9,14,12,11,1,2,10,6,0]",a3043a92b328b191186af42f5b6ff53c845138f81bf1f9c2c7ab33c47fc2c697
6616,2,4,4,56,"[6,11,0,4,5,14,2,3,10,13,15,9,7,1,8,12]",02563910be2bdb9c95b8bd3ddacffb6ae8840ef6f1465509f338645a46b6be12
6650,7,4,4,56,"[12,6,4,7,8,15,10,13,14,9,2,0,5,1,3,11]",96fed3fc1f1c77cb5bab7202e89e966797c873fa49732b19030ba6a24c90b7fa
6689,8,4,4,56,"[1,13,15,5,7,4,14,10,6,9,0,2,12,8,3,11]",d5c96ad992e673d5a1069ade4fc2ab06382d341f8a666d206606c3589435fc57
6692,2,4,4,56,"[9,0,8,1,12,14,15,5,13,11,10,4,2,7,6,3]",85fa6dda516e1b15320c8ab0150d061b7e6f66c2fed7fbae1cecc3656348c0ac
6713,6,4,4,56,"[6,11,1,2,0,7,13,8,12,9,14,10,5,15,3,4]",f240c46db64966ba998a55aed99dc39ac4926e0eb70727e3180c792d28d2ad2c
6716,5,4,4,56,"[8,1,10,7,12,14,5,6,3,11,15,2,9,13,0,4]",97598f428888b9b567721b25cce7f153006ef9d505dcf1d46831dc573b65b373
6726,7,4,4,56,"[7,13,5,4,1,3,12,11,0,10,14,15,2,6,8,9]",63636324f62ca7ab2e8f65cedfa2c8044550f9bd49dc4c945f4e16cae731ced7
6733,1,4,4,56,"[12,3,8,11,9,5,4,1,10,0,15,13,6,7,14,2]",c5f10d97a76fb600a61728b25f575a8cc74a0683709e508b219eecdf1ff19583
6772,7,4,4,56,"[11,2,12,7,3,1,13,9,6,5,15,0,8,4,14,10]",601cbd23a3430e41ca1797fa025593e8806b27ec366366f085151dbcd3dd42ea
6805,1,4,4,56,"[9,11,10,0,4,1,14,12,5,7,6,8,15,13,3,2]",a05dc8e57b75bd4d4eadac8a91af293b03bf30c1673c5cee4120849d3c0e6b3f
6836,1,4,4,56,"[9,3,1,11,7,10,15,6,12,14,8,5,2,13,4,0]",25b99c6d89032272a348f0363fa97f32d9b53c8ec01ae0ab7efd6bc2de10f63e
6844,0,4,4,56,"[8,4,9,10,2,6,3,14,0,7,13,12,15,5,11,1]",59d43221e53e29408809f6f1ad5dd9bcf4306d666aaacee7dcb5c0efb394254c
6922,5,4,4,56,"[8,11,6,4,12,10,13,5,15,9,2,7,0,1,14,3]",056b74671d5975d23deaa8a33bf5f8988564dcaa2d778a4311f680c7e172190d
6931,9,4,4,56,"[11,12,15,2,7,4,13,14,3,6,8,9,0,10,5,1]",7d023276b8b334ae1270baf2be3f7d39d94589543b53505ee5716913c2376a7a
6938,1,4,4,56,"[1,10,3,15,8,7,6,9,0,13,11,5,12,14,4,2]",d511e9eaa8a7f32676e2858cc054aa32f6a0953fe6efadbb03e6c4e65aeda197
6952,3,4,4,56,"[9,15,12,1,13,6,4,0,3,8,11,5,2,7,14,10]",3cf9d12c75b1d80eebcab83432c1538ec6ecccb7d668fafc24d8fb93011be9d5
6954,1,4,4,56,"[14,0,10,1,9,6,15,13,11,4,5,3,2,7,12,8]",bc0e9cf25c5566490c7557657eaac813cc393887ff18bddff7bfe153e061183b
6986,0,4,4,56,"[6,8,14,10,2,9,4,1,3,15,7,0,5,12,11,13]",6951facbfa15039e5ae4da6438569fbb3a793fdeb3f33ccc6da664cb6fb3d0aa
6989,5,4,4,56,"[8,6,1,15,7,0,12,13,10,2,3,5,4,11,9,14]",73e08612e9a64a71e5718e07cc6afff745720b80c536d72911664f72d5c18e35
7009,0,4,4,56,"[9,8,1,3,0,2,6,14,12,5,13,4,7,10,15,11]",9f07d10e5e0169ee9959a5237eada2b7b8273b3a34e9e13dbfa39d2ef7c472ef
7029,1,4,4,56,"[7,13,11,10,9,5,14,15,2,12,3,0,6,8,4,1]",64f103aae849e5fb8462be936a58fd1fbf799fa89399a4fc1c8c3cd4b4d05e64
7033,1,4,4,56,"[5,1,15,13,4,10,12,8,7,6,11,14,3,2,9,0]",ea8f956820c01f446370df3bcb412c092821bdea81732cc4ee12a14893b21251
7041,5,4,4,56,"[5,7,0,9,14,8,1,2,4,12,10,6,13,11,15,3]",0bfba2cea5516d0327c6a1da3fb22392fc0b1dec884341bbf03da8fa49aabe7d
7047,9,4,4,56,"[11,1,0,10,3,6,9,12,13,7,15,5,8,2,4,14]",65034a84d7231ed35366cd108cb8912823823e304fd694e4f054d3f30f7833d4
7081,7,4,4,56,"[0,15,9,1,6,14,10,5,4,8,12,11,7,3,2,13]",75946434bfb39d74de02562d339da97dc9ab28f4f993fb143b7072e8e2396761
7084,2,4,4,56,"[10,6,14,4,3,11,0,7,12,5,13,9,8,2,1,15]",93ec5ca42ef06cfba29f67d88ac538fed39b91b1317fbbd32e57093a2605cb55
7108,6,4,4,56,"[14,10,7,1,9,13,2,8,12,5,11,3,6,0,15,4]",d06e7b80c9b29ca11c9f26750b41994889b6ed5e486af1006cbe4f680bc48050
7130,5,4,4,56,"[9,6,8,5,4,3,11,2,13,0,12,7,15,14,10,1]",7cff546e2675c901008b6ab6ebb1961bc3a99f290f51e3f771e8d4df3954d060
7138,8,4,4,56,"[0,14,4,9,7,11,6,13,8,2,10,3,5,15,1,12]",8e1080b3df5c2058723a50d5033261c0945304d1e452b2a07208b4a31ae78014
7150,0,4,4,56,"[1,15,10,2,11,13,9,7,5,4,14,3,12,6,0,8]",a69e4b6244c83197b50338f76d30948daff6ce37a5c33df107d656e1cd6e4ca2
7202,1,4,4,56,"[9,7,6,12,0,10,8,1,2,4,3,13,11,14,5,15]",0cdee9f28478e94495074381e3536d349e88f7817403e7a388fb5a48f2c59f5b
7262,0,4,4,56,"[6,4,1,11,12,8,13,14,0,10,7,15,2,5,9,3]",98916e30d6ae7bc61f60956a10e9924543f3d62514812768be2c8648c0b77e78
7266,9,4,4,56,"[6,1,5,2,11,12,9,3,14,15,4,13,8,0,7,10]",4c4c4d9482cde21a696f11dca7eeb22446cece4427025541277a4cf2b1d2deac
7270,7,4,4,56,"[14,3,5,12,2,7,4,6,10,13,8,11,1,9,0,15]",dc33c275d72de1800e235d88ae7d2d64fb64d5b4a9767f3761b357965f1c78c6
7309,0,4,4,56,"[13,9,5,14,11,8,12,10,1,2,6,15,7,0,4,3]",92345ce1dc9174a386789164d28f4a47a05550ff84cf94d9b8a1def31933457a
7320,0,4,4,56,"[6,9,2,3,15,12,7,4,11,8,5,0,14,13,10,1]",3e64b04837f738966ba72c156d68795c6daa6de4b74d41e60826fa5bfaa86575
7338,6,4,4,56,"[10,9,7,13,8,14,0,2,15,11,5,12,4,3,1,6]",4012ce75364e07e7c6fde76b437a818d6e7cd5ddd35dfc4b1b7ba77be5672ad8
7372,0,4,4,56,"[9,0,11,3,13,12,15,2,14,6,10,5,7,8,4,1]",6255223b50eebbda9eafe52d24b4f821f0c0801cd4d4c7176304a5254c2e3dc8
7373,0,4,4,56,"[1,3,5,7,13,4,0,12,9,8,11,15,10,6,14,2]",63077d0d28c057f51aca36f5b43559707fc8ceb0bb028118c08da136dbb836ff
7380,9,4,4,56,"[9,6,0,12,2,10,4,1,5,3,8,13,11,15,7,14]",7bf6155b8ec3d91096893072fc62c0b823132f9d6c6c6e9e4b135fe6e440f9d5
7390,1,4,4,56,"[6,0,5,8,7,13,4,14,10,3,15,1,11,9,12,2]",3f433ecbbc18175a0a8804bcbed5e1223c54130ed940959bef566f45ba7458ec
7413,5,4,4,56,"[1,0,4,7,5,11,9,8,2,12,6,3,15,13,10,14]",a4dc58081540649fa8ad0fb7e93c07d39a04002fd813c3959c38b4451f71bc0e
7416,3,4,4,56,"[0,5,3,7,15,10,9,11,8,6,2,13,14,12,4,1]",3060301ec668b06afd06210025964ab29e80cf779298d7fd399c39876ebb1782
7425,2,4,4,56,"[6,3,13,9,15,7,2,0,11,12,14,4,10,8,5,1]",84cebb66e8b4a52f93e5646af99fd36103e775b2ac6a1ac975e16ae8d4e626e9
7446,8,4,4,56,"[8,9,13,10,3,14,4,0,15,2,1,7,12,11,6,5]",6965a208badbdbe381b60b4345b0f701afb2ae4330c2def01fc3da0253af242f
7460,8,4,4,56,"[12,6,4,13,5,10,1,14,11,0,3,2,15,8,9,7]",8805c1c51dd7c700794cabbd92d69f4624623eb651d9831324b0cdc41d511b40
