backbone,predictor,condition,transformed_identifier,clean_official_index,true_class_id,cosine_similarity,clean_predicted_class_id,transformed_predicted_class_id,prediction_consistent
resnet50,resnet50_linear_head,d16_up,4921,4921,2,0.9670780301094055,2,2,True
resnet50,resnet50_linear_head,d16_up,4953,4953,5,0.9403764009475708,5,5,True
resnet50,resnet50_linear_head,d16_up,4966,4966,5,0.9375501871109009,5,5,True
resnet50,resnet50_linear_head,d16_up,4990,4990,8,0.962645411491394,8,8,True
resnet50,resnet50_linear_head,d16_up,5000,5000,8,0.9696933031082153,8,8,True
resnet50,resnet50_linear_head,d16_up,5030,5030,2,0.985489010810852,2,2,True
resnet50,resnet50_linear_head,d16_up,5062,5062,4,0.9613296389579773,4,4,True
resnet50,resnet50_linear_head,d16_up,5077,5077,4,0.981497585773468,4,4,True
resnet50,resnet50_linear_head,d16_up,5082,5082,6,0.9832398891448975,6,6,True
resnet50,resnet50_linear_head,d16_up,5092,5092,1,0.9555442929267883,1,1,True
resnet50,resnet50_linear_head,d16_up,5101,5101,5,0.9245446920394897,5,5,True
resnet50,resnet50_linear_head,d16_up,5117,5117,0,0.9833747148513794,0,0,True
resnet50,resnet50_linear_head,d16_up,5123,5123,1,0.9523056149482727,1,1,True
resnet50,resnet50_linear_head,d16_up,5135,5135,4,0.974224328994751,4,4,True
resnet50,resnet50_linear_head,d16_up,5183,5183,2,0.9680184721946716,2,2,True
resnet50,resnet50_linear_head,d16_up,5213,5213,4,0.9742962121963501,4,4,True
resnet50,resnet50_linear_head,d16_up,5218,5218,2,0.9868818521499634,2,2,True
resnet50,resnet50_linear_head,d16_up,5220,5220,1,0.9328849911689758,3,3,True
resnet50,resnet50_linear_head,d16_up,5237,5237,2,0.9663288593292236,2,2,True
resnet50,resnet50_linear_head,d16_up,5256,5256,1,0.9648939371109009,1,1,True
resnet50,resnet50_linear_head,d16_up,5284,5284,9,0.9398224353790283,9,9,True
resnet50,resnet50_linear_head,d16_up,5301,5301,9,0.9724071025848389,9,9,True
resnet50,resnet50_linear_head,d16_up,5318,5318,2,0.9552371501922607,2,2,True
resnet50,resnet50_linear_head,d16_up,5332,5332,5,0.9596680998802185,5,5,True
resnet50,resnet50_linear_head,d16_up,5333,5333,2,0.9573860168457031,2,2,True
resnet50,resnet50_linear_head,d16_up,5360,5360,9,0.9693853855133057,9,9,True
resnet50,resnet50_linear_head,d16_up,5381,5381,5,0.9212653040885925,5,6,False
resnet50,resnet50_linear_head,d16_up,5382,5382,6,0.9532137513160706,6,6,True
resnet50,resnet50_linear_head,d16_up,5395,5395,2,0.9572832584381104,2,2,True
resnet50,resnet50_linear_head,d16_up,5402,5402,4,0.9849992394447327,4,4,True
resnet50,resnet50_linear_head,d16_up,5408,5408,6,0.9694726467132568,6,6,True
resnet50,resnet50_linear_head,d16_up,5436,5436,7,0.9821891188621521,7,7,True
resnet50,resnet50_linear_head,d16_up,5447,5447,9,0.9556154608726501,9,9,True
resnet50,resnet50_linear_head,d16_up,5450,5450,7,0.9783411622047424,7,7,True
resnet50,resnet50_linear_head,d16_up,5451,5451,8,0.8922823667526245,8,8,True
resnet50,resnet50_linear_head,d16_up,5452,5452,9,0.9721051454544067,9,9,True
resnet50,resnet50_linear_head,d16_up,5467,5467,4,0.9733450412750244,4,4,True
resnet50,resnet50_linear_head,d16_up,5478,5478,0,0.958482027053833,0,0,True
resnet50,resnet50_linear_head,d16_up,5488,5488,1,0.9727758169174194,7,7,True
resnet50,resnet50_linear_head,d16_up,5496,5496,5,0.9683763980865479,5,5,True
resnet50,resnet50_linear_head,d16_up,5508,5508,9,0.969323992729187,9,9,True
resnet50,resnet50_linear_head,d16_up,5512,5512,2,0.9464577436447144,9,9,True
resnet50,resnet50_linear_head,d16_up,5525,5525,8,0.9611475467681885,8,8,True
resnet50,resnet50_linear_head,d16_up,5528,5528,3,0.9433196783065796,5,5,True
resnet50,resnet50_linear_head,d16_up,5556,5556,4,0.9391428828239441,4,4,True
resnet50,resnet50_linear_head,d16_up,5560,5560,1,0.9829753041267395,1,1,True
resnet50,resnet50_linear_head,d16_up,5572,5572,9,0.9681189060211182,9,9,True
resnet50,resnet50_linear_head,d16_up,5580,5580,6,0.9738630056381226,6,6,True
resnet50,resnet50_linear_head,d16_up,5590,5590,9,0.9481011629104614,9,9,True
resnet50,resnet50_linear_head,d16_up,5623,5623,4,0.9600685834884644,4,4,True
resnet50,resnet50_linear_head,d16_up,5677,5677,2,0.9700591564178467,2,2,True
resnet50,resnet50_linear_head,d16_up,5694,5694,8,0.9628284573554993,8,8,True
resnet50,resnet50_linear_head,d16_up,5701,5701,5,0.9699195623397827,5,5,True
resnet50,resnet50_linear_head,d16_up,5705,5705,8,0.9419828653335571,8,8,True
resnet50,resnet50_linear_head,d16_up,5719,5719,7,0.9759511351585388,7,7,True
resnet50,resnet50_linear_head,d16_up,5729,5729,6,0.9646278023719788,6,6,True
resnet50,resnet50_linear_head,d16_up,5756,5756,2,0.9690722823143005,2,2,True
resnet50,resnet50_linear_head,d16_up,5788,5788,9,0.9443363547325134,9,9,True
resnet50,resnet50_linear_head,d16_up,5789,5789,4,0.948997974395752,4,4,True
resnet50,resnet50_linear_head,d16_up,5824,5824,2,0.9603458046913147,2,2,True
resnet50,resnet50_linear_head,d16_up,5848,5848,7,0.9608950614929199,7,7,True
resnet50,resnet50_linear_head,d16_up,5851,5851,9,0.9795326590538025,9,9,True
resnet50,resnet50_linear_head,d16_up,5857,5857,6,0.9479572772979736,4,4,True
resnet50,resnet50_linear_head,d16_up,5858,5858,6,0.9539672136306763,6,6,True
resnet50,resnet50_linear_head,d16_up,5912,5912,0,0.9505137205123901,0,0,True
resnet50,resnet50_linear_head,d16_up,5915,5915,9,0.9392387270927429,9,9,True
resnet50,resnet50_linear_head,d16_up,5918,5918,0,0.9492547512054443,0,0,True
resnet50,resnet50_linear_head,d16_up,5924,5924,5,0.9749248027801514,5,5,True
resnet50,resnet50_linear_head,d16_up,5977,5977,7,0.9650695323944092,7,7,True
resnet50,resnet50_linear_head,d16_up,5981,5981,9,0.9858253002166748,9,9,True
resnet50,resnet50_linear_head,d16_up,5999,5999,0,0.9518445134162903,0,0,True
resnet50,resnet50_linear_head,d16_up,6028,6028,2,0.9619837403297424,2,2,True
resnet50,resnet50_linear_head,d16_up,6033,6033,4,0.9404774904251099,4,4,True
resnet50,resnet50_linear_head,d16_up,6076,6076,1,0.9811530709266663,1,1,True
resnet50,resnet50_linear_head,d16_up,6084,6084,7,0.9795538187026978,7,7,True
resnet50,resnet50_linear_head,d16_up,6097,6097,4,0.9718790650367737,4,4,True
resnet50,resnet50_linear_head,d16_up,6169,6169,1,0.9327414035797119,1,1,True
resnet50,resnet50_linear_head,d16_up,6190,6190,7,0.9723826050758362,7,7,True
resnet50,resnet50_linear_head,d16_up,6224,6224,5,0.9883363246917725,5,5,True
resnet50,resnet50_linear_head,d16_up,6244,6244,2,0.948880672454834,2,2,True
resnet50,resnet50_linear_head,d16_up,6264,6264,2,0.964525043964386,2,2,True
resnet50,resnet50_linear_head,d16_up,6271,6271,2,0.979765772819519,2,2,True
resnet50,resnet50_linear_head,d16_up,6288,6288,4,0.9668622612953186,4,4,True
resnet50,resnet50_linear_head,d16_up,6332,6332,2,0.9756082892417908,2,2,True
resnet50,resnet50_linear_head,d16_up,6349,6349,1,0.9618197083473206,1,1,True
resnet50,resnet50_linear_head,d16_up,6354,6354,2,0.9419463872909546,2,2,True
resnet50,resnet50_linear_head,d16_up,6358,6358,5,0.9680383205413818,5,5,True
resnet50,resnet50_linear_head,d16_up,6381,6381,6,0.967644453048706,6,6,True
resnet50,resnet50_linear_head,d16_up,6414,6414,5,0.9316465854644775,5,5,True
resnet50,resnet50_linear_head,d16_up,6426,6426,2,0.9775823950767517,2,2,True
resnet50,resnet50_linear_head,d16_up,6434,6434,8,0.9666727781295776,8,8,True
resnet50,resnet50_linear_head,d16_up,6437,6437,0,0.9620108604431152,0,0,True
resnet50,resnet50_linear_head,d16_up,6455,6455,0,0.9675610065460205,0,0,True
resnet50,resnet50_linear_head,d16_up,6490,6490,3,0.9312022924423218,3,3,True
resnet50,resnet50_linear_head,d16_up,6503,6503,2,0.9253800511360168,2,2,True
resnet50,resnet50_linear_head,d16_up,6508,6508,4,0.9798814654350281,4,4,True
resnet50,resnet50_linear_head,d16_up,6528,6528,4,0.9559038877487183,4,4,True
resnet50,resnet50_linear_head,d16_up,6594,6594,1,0.9721992015838623,1,1,True
resnet50,resnet50_linear_head,d16_up,6609,6609,0,0.9693235158920288,0,0,True
resnet50,resnet50_linear_head,d16_up,6616,6616,2,0.9331811666488647,2,2,True
resnet50,resnet50_linear_head,d16_up,6650,6650,7,0.9452525973320007,7,7,True
resnet50,resnet50_linear_head,d16_up,6689,6689,8,0.8463789820671082,8,8,True
resnet50,resnet50_linear_head,d16_up,6692,6692,2,0.9561632871627808,2,2,True
resnet50,resnet50_linear_head,d16_up,6713,6713,6,0.9630355834960938,6,6,True
resnet50,resnet50_linear_head,d16_up,6716,6716,5,0.9408694505691528,5,5,True
resnet50,resnet50_linear_head,d16_up,6726,6726,7,0.9742599725723267,7,7,True
resnet50,resnet50_linear_head,d16_up,6733,6733,1,0.9807720184326172,1,1,True
resnet50,resnet50_linear_head,d16_up,6772,6772,7,0.9289933443069458,7,7,True
resnet50,resnet50_linear_head,d16_up,6805,6805,1,0.9695795178413391,1,1,True
resnet50,resnet50_linear_head,d16_up,6836,6836,1,0.9651119112968445,1,1,True
resnet50,resnet50_linear_head,d16_up,6844,6844,0,0.9853655099868774,0,0,True
resnet50,resnet50_linear_head,d16_up,6922,6922,5,0.972216010093689,5,5,True
resnet50,resnet50_linear_head,d16_up,6931,6931,9,0.9459249973297119,9,9,True
resnet50,resnet50_linear_head,d16_up,6938,6938,1,0.9632228016853333,1,1,True
resnet50,resnet50_linear_head,d16_up,6952,6952,3,0.9697571396827698,3,3,True
resnet50,resnet50_linear_head,d16_up,6954,6954,1,0.9326496124267578,1,1,True
resnet50,resnet50_linear_head,d16_up,6986,6986,0,0.9553640484809875,0,0,True
resnet50,resnet50_linear_head,d16_up,6989,6989,5,0.9833905100822449,5,5,True
resnet50,resnet50_linear_head,d16_up,7009,7009,0,0.9656604528427124,0,0,True
resnet50,resnet50_linear_head,d16_up,7029,7029,1,0.976665198802948,1,1,True
resnet50,resnet50_linear_head,d16_up,7033,7033,1,0.9745250940322876,1,1,True
resnet50,resnet50_linear_head,d16_up,7041,7041,5,0.9477508068084717,5,5,True
resnet50,resnet50_linear_head,d16_up,7047,7047,9,0.9644519090652466,9,9,True
resnet50,resnet50_linear_head,d16_up,7081,7081,7,0.95359867811203,7,7,True
resnet50,resnet50_linear_head,d16_up,7084,7084,2,0.9713612198829651,2,2,True
resnet50,resnet50_linear_head,d16_up,7108,7108,6,0.9790938496589661,6,6,True
resnet50,resnet50_linear_head,d16_up,7130,7130,5,0.9824232459068298,5,5,True
resnet50,resnet50_linear_head,d16_up,7138,7138,8,0.8287584781646729,8,8,True
resnet50,resnet50_linear_head,d16_up,7150,7150,0,0.9793875217437744,0,0,True
resnet50,resnet50_linear_head,d16_up,7202,7202,1,0.9476222395896912,1,1,True
resnet50,resnet50_linear_head,d16_up,7262,7262,0,0.9787966012954712,0,0,True
resnet50,resnet50_linear_head,d16_up,7266,7266,9,0.9529302716255188,9,9,True
resnet50,resnet50_linear_head,d16_up,7270,7270,7,0.9522579908370972,7,7,True
resnet50,resnet50_linear_head,d16_up,7309,7309,0,0.9095500707626343,0,0,True
resnet50,resnet50_linear_head,d16_up,7320,7320,0,0.9440822005271912,0,0,True
resnet50,resnet50_linear_head,d16_up,7338,7338,6,0.9442152976989746,6,6,True
resnet50,resnet50_linear_head,d16_up,7372,7372,0,0.9468387365341187,0,0,True
resnet50,resnet50_linear_head,d16_up,7373,7373,0,0.9383659958839417,0,0,True
resnet50,resnet50_linear_head,d16_up,7380,7380,9,0.9682072401046753,9,9,True
resnet50,resnet50_linear_head,d16_up,7390,7390,1,0.9676383137702942,1,1,True
resnet50,resnet50_linear_head,d16_up,7413,7413,5,0.9737889766693115,5,5,True
resnet50,resnet50_linear_head,d16_up,7416,7416,3,0.9333697557449341,5,5,True
resnet50,resnet50_linear_head,d16_up,7425,7425,2,0.9265525937080383,2,2,True
resnet50,resnet50_linear_head,d16_up,7446,7446,8,0.9770519137382507,8,8,True
resnet50,resnet50_linear_head,d16_up,7460,7460,8,0.9735572934150696,8,8,True
resnet50,resnet50_linear_head,d16_up,7465,7465,0,0.9030754566192627,0,0,True
resnet50,resnet50_linear_head,d16_up,7474,7474,5,0.9755290150642395,5,5,True
resnet50,resnet50_linear_head,d16_up,7475,7475,4,0.9386462569236755,4,4,True
resnet50,resnet50_linear_head,d16_up,7476,7476,8,0.9550079107284546,8,8,True
resnet50,resnet50_linear_head,d16_up,7544,7544,9,0.9664703607559204,9,9,True
resnet50,resnet50_linear_head,d16_up,7555,7555,6,0.9664244651794434,6,6,True
resnet50,resnet50_linear_head,d16_up,7600,7600,6,0.9513380527496338,6,6,True
resnet50,resnet50_linear_head,d16_up,7610,7610,4,0.9701682329177856,4,4,True
resnet50,resnet50_linear_head,d16_up,7634,7634,0,0.9831748604774475,0,0,True
resnet50,resnet50_linear_head,d16_up,7692,7692,4,0.9564666748046875,4,4,True
resnet50,resnet50_linear_head,d16_up,7706,7706,5,0.9665668606758118,5,5,True
resnet50,resnet50_linear_head,d16_up,7726,7726,6,0.9497202038764954,6,6,True
resnet50,resnet50_linear_head,d16_up,7744,7744,3,0.864806592464447,3,3,True
resnet50,resnet50_linear_head,d16_up,7752,7752,9,0.9378618001937866,9,9,True
resnet50,resnet50_linear_head,d16_up,7776,7776,5,0.9237433671951294,5,5,True
resnet50,resnet50_linear_head,d16_up,7779,7779,6,0.9715081453323364,6,6,True
resnet50,resnet50_linear_head,d16_up,7781,7781,6,0.9586433172225952,6,6,True
resnet50,resnet50_linear_head,d16_up,7793,7793,3,0.9316484928131104,5,5,True
resnet50,resnet50_linear_head,d16_up,7797,7797,3,0.9630336761474609,3,3,True
resnet50,resnet50_linear_head,d16_up,7810,7810,8,0.977744996547699,8,8,True
resnet50,resnet50_linear_head,d16_up,7818,7818,8,0.8811718225479126,8,8,True
resnet50,resnet50_linear_head,d16_up,7835,7835,7,0.9770815372467041,7,7,True
resnet50,resnet50_linear_head,d16_up,7864,7864,4,0.9767552614212036,4,4,True
resnet50,resnet50_linear_head,d16_up,7875,7875,8,0.9569413661956787,8,8,True
resnet50,resnet50_linear_head,d16_up,7938,7938,9,0.973002016544342,9,9,True
resnet50,resnet50_linear_head,d16_up,7940,7940,4,0.9735808372497559,4,4,True
resnet50,resnet50_linear_head,d16_up,7944,7944,4,0.9675076007843018,4,4,True
resnet50,resnet50_linear_head,d16_up,7955,7955,1,0.9597199559211731,1,1,True
resnet50,resnet50_linear_head,d16_up,7995,7995,9,0.9410578608512878,9,9,True
resnet50,resnet50_linear_head,d16_up,7996,7996,6,0.9100522994995117,6,6,True
resnet50,resnet50_linear_head,d16_up,7999,7999,8,0.8935254812240601,8,8,True
resnet50,resnet50_linear_head,d16_down,3,3,0,0.9600852727890015,0,0,True
resnet50,resnet50_linear_head,d16_down,29,29,7,0.9613689184188843,7,7,True
resnet50,resnet50_linear_head,d16_down,35,35,2,0.9673899412155151,2,2,True
resnet50,resnet50_linear_head,d16_down,42,42,0,0.909770667552948,0,0,True
resnet50,resnet50_linear_head,d16_down,49,49,2,0.952276885509491,2,2,True
resnet50,resnet50_linear_head,d16_down,81,81,0,0.9516962766647339,0,0,True
resnet50,resnet50_linear_head,d16_down,95,95,1,0.9419309496879578,1,1,True
resnet50,resnet50_linear_head,d16_down,97,97,5,0.9654260873794556,5,5,True
resnet50,resnet50_linear_head,d16_down,116,116,1,0.9539598226547241,1,1,True
resnet50,resnet50_linear_head,d16_down,131,131,9,0.7764448523521423,9,9,True
resnet50,resnet50_linear_head,d16_down,151,151,8,0.9422528147697449,8,8,True
resnet50,resnet50_linear_head,d16_down,171,171,4,0.9512308835983276,4,4,True
resnet50,resnet50_linear_head,d16_down,176,176,3,0.9410454034805298,3,3,True
resnet50,resnet50_linear_head,d16_down,191,191,9,0.9661577939987183,9,9,True
resnet50,resnet50_linear_head,d16_down,194,194,8,0.9690889716148376,8,8,True
resnet50,resnet50_linear_head,d16_down,198,198,1,0.9410725831985474,1,1,True
resnet50,resnet50_linear_head,d16_down,239,239,9,0.9461257457733154,9,9,True
resnet50,resnet50_linear_head,d16_down,261,261,1,0.9326189160346985,1,1,True
resnet50,resnet50_linear_head,d16_down,269,269,7,0.9517096281051636,7,7,True
resnet50,resnet50_linear_head,d16_down,276,276,9,0.9544885158538818,9,9,True
resnet50,resnet50_linear_head,d16_down,303,303,9,0.9565142393112183,9,9,True
resnet50,resnet50_linear_head,d16_down,304,304,1,0.9165533185005188,1,1,True
resnet50,resnet50_linear_head,d16_down,317,317,2,0.9697206616401672,2,2,True
resnet50,resnet50_linear_head,d16_down,319,319,5,0.9637600183486938,5,5,True
resnet50,resnet50_linear_head,d16_down,323,323,7,0.9756897687911987,7,7,True
resnet50,resnet50_linear_head,d16_down,365,365,3,0.9376623034477234,3,3,True
resnet50,resnet50_linear_head,d16_down,370,370,7,0.9571341872215271,7,7,True
resnet50,resnet50_linear_head,d16_down,372,372,3,0.9456318616867065,3,3,True
resnet50,resnet50_linear_head,d16_down,378,378,5,0.9782431125640869,5,5,True
resnet50,resnet50_linear_head,d16_down,391,391,3,0.9680430293083191,3,3,True
resnet50,resnet50_linear_head,d16_down,409,409,2,0.9550552368164062,2,2,True
resnet50,resnet50_linear_head,d16_down,419,419,9,0.9730251431465149,9,9,True
resnet50,resnet50_linear_head,d16_down,449,449,6,0.9658233523368835,6,6,True
resnet50,resnet50_linear_head,d16_down,470,470,2,0.9682080745697021,2,2,True
resnet50,resnet50_linear_head,d16_down,483,483,2,0.9649242162704468,2,2,True
resnet50,resnet50_linear_head,d16_down,484,484,0,0.9406747221946716,0,0,True
resnet50,resnet50_linear_head,d16_down,506,506,4,0.9578925967216492,4,4,True
resnet50,resnet50_linear_head,d16_down,545,545,6,0.9600866436958313,6,6,True
resnet50,resnet50_linear_head,d16_down,562,562,0,0.9719226956367493,0,0,True
resnet50,resnet50_linear_head,d16_down,568,568,5,0.9778353571891785,5,5,True
resnet50,resnet50_linear_head,d16_down,603,603,9,0.968102216720581,9,9,True
resnet50,resnet50_linear_head,d16_down,632,632,3,0.9483750462532043,3,3,True
resnet50,resnet50_linear_head,d16_down,645,645,5,0.9720926880836487,5,5,True
resnet50,resnet50_linear_head,d16_down,667,667,8,0.9754214286804199,8,8,True
resnet50,resnet50_linear_head,d16_down,672,672,3,0.9487582445144653,3,3,True
resnet50,resnet50_linear_head,d16_down,677,677,3,0.9270483255386353,3,3,True
resnet50,resnet50_linear_head,d16_down,685,685,5,0.9639483094215393,5,5,True
resnet50,resnet50_linear_head,d16_down,691,691,4,0.9586539268493652,4,4,True
resnet50,resnet50_linear_head,d16_down,706,706,8,0.857678234577179,8,8,True
resnet50,resnet50_linear_head,d16_down,714,714,2,0.9442774057388306,2,2,True
resnet50,resnet50_linear_head,d16_down,716,716,8,0.9373441338539124,8,8,True
resnet50,resnet50_linear_head,d16_down,738,738,3,0.9360750913619995,3,3,True
resnet50,resnet50_linear_head,d16_down,739,739,8,0.9143849611282349,8,8,True
resnet50,resnet50_linear_head,d16_down,766,766,4,0.9426993131637573,6,6,True
resnet50,resnet50_linear_head,d16_down,791,791,3,0.8915041089057922,3,3,True
resnet50,resnet50_linear_head,d16_down,805,805,9,0.9430655241012573,9,9,True
resnet50,resnet50_linear_head,d16_down,825,825,1,0.9716072678565979,1,1,True
resnet50,resnet50_linear_head,d16_down,852,852,9,0.9552279114723206,9,9,True
resnet50,resnet50_linear_head,d16_down,855,855,4,0.9266349077224731,4,4,True
resnet50,resnet50_linear_head,d16_down,873,873,6,0.959917426109314,6,6,True
resnet50,resnet50_linear_head,d16_down,890,890,6,0.9294136762619019,6,6,True
resnet50,resnet50_linear_head,d16_down,920,920,6,0.9542059898376465,6,6,True
resnet50,resnet50_linear_head,d16_down,929,929,6,0.9597538709640503,6,6,True
resnet50,resnet50_linear_head,d16_down,962,962,8,0.970386266708374,8,8,True
resnet50,resnet50_linear_head,d16_down,964,964,6,0.9449527263641357,6,6,True
resnet50,resnet50_linear_head,d16_down,977,977,6,0.9412648677825928,6,6,True
resnet50,resnet50_linear_head,d16_down,979,979,3,0.9734044671058655,3,3,True
resnet50,resnet50_linear_head,d16_down,981,981,2,0.9552792906761169,2,2,True
resnet50,resnet50_linear_head,d16_down,1022,1022,9,0.9452114701271057,9,9,True
resnet50,resnet50_linear_head,d16_down,1032,1032,7,0.986963152885437,7,7,True
resnet50,resnet50_linear_head,d16_down,1048,1048,7,0.978218674659729,7,7,True
resnet50,resnet50_linear_head,d16_down,1090,1090,1,0.9600682258605957,1,1,True
resnet50,resnet50_linear_head,d16_down,1095,1095,5,0.9425473809242249,5,5,True
resnet50,resnet50_linear_head,d16_down,1109,1109,1,0.9586231112480164,1,1,True
resnet50,resnet50_linear_head,d16_down,1111,1111,4,0.9822558164596558,4,4,True
resnet50,resnet50_linear_head,d16_down,1115,1115,1,0.9449687004089355,1,1,True
resnet50,resnet50_linear_head,d16_down,1124,1124,4,0.9580497145652771,4,4,True
resnet50,resnet50_linear_head,d16_down,1129,1129,8,0.9304359555244446,8,8,True
resnet50,resnet50_linear_head,d16_down,1175,1175,0,0.979971170425415,0,0,True
resnet50,resnet50_linear_head,d16_down,1202,1202,2,0.9448308348655701,2,2,True
resnet50,resnet50_linear_head,d16_down,1204,1204,3,0.8855968713760376,3,3,True
resnet50,resnet50_linear_head,d16_down,1211,1211,4,0.941834032535553,4,4,True
resnet50,resnet50_linear_head,d16_down,1220,1220,7,0.9826143383979797,7,7,True
resnet50,resnet50_linear_head,d16_down,1230,1230,1,0.9126192927360535,1,1,True
resnet50,resnet50_linear_head,d16_down,1247,1247,8,0.9244233965873718,8,8,True
resnet50,resnet50_linear_head,d16_down,1263,1263,3,0.973239004611969,3,3,True
resnet50,resnet50_linear_head,d16_down,1266,1266,4,0.9534138441085815,4,4,True
resnet50,resnet50_linear_head,d16_down,1287,1287,7,0.9820530414581299,7,7,True
resnet50,resnet50_linear_head,d16_down,1296,1296,7,0.8818299174308777,7,7,True
resnet50,resnet50_linear_head,d16_down,1370,1370,3,0.9501839280128479,3,3,True
resnet50,resnet50_linear_head,d16_down,1389,1389,0,0.9355446100234985,0,0,True
resnet50,resnet50_linear_head,d16_down,1401,1401,3,0.9515442848205566,3,3,True
resnet50,resnet50_linear_head,d16_down,1403,1403,2,0.9557313919067383,2,2,True
resnet50,resnet50_linear_head,d16_down,1411,1411,9,0.964199960231781,9,9,True
resnet50,resnet50_linear_head,d16_down,1429,1429,4,0.9626356363296509,4,4,True
resnet50,resnet50_linear_head,d16_down,1430,1430,9,0.9398235082626343,9,9,True
resnet50,resnet50_linear_head,d16_down,1431,1431,3,0.9339884519577026,3,3,True
resnet50,resnet50_linear_head,d16_down,1436,1436,1,0.9191153645515442,1,1,True
resnet50,resnet50_linear_head,d16_down,1440,1440,7,0.9785729050636292,7,7,True
resnet50,resnet50_linear_head,d16_down,1468,1468,9,0.9783759117126465,9,9,True
resnet50,resnet50_linear_head,d16_down,1473,1473,7,0.974727213382721,7,7,True
resnet50,resnet50_linear_head,d16_down,1515,1515,9,0.97723388671875,9,9,True
resnet50,resnet50_linear_head,d16_down,1520,1520,2,0.9626259803771973,2,2,True
resnet50,resnet50_linear_head,d16_down,1531,1531,3,0.9766963124275208,3,3,True
resnet50,resnet50_linear_head,d16_down,1534,1534,6,0.9241800308227539,6,6,True
resnet50,resnet50_linear_head,d16_down,1552,1552,5,0.9714694619178772,5,5,True
resnet50,resnet50_linear_head,d16_down,1553,1553,0,0.9021373987197876,0,0,True
resnet50,resnet50_linear_head,d16_down,1563,1563,3,0.9282665252685547,3,7,False
resnet50,resnet50_linear_head,d16_down,1568,1568,1,0.932476818561554,1,1,True
resnet50,resnet50_linear_head,d16_down,1579,1579,7,0.9598985910415649,7,7,True
resnet50,resnet50_linear_head,d16_down,1586,1586,2,0.964489758014679,2,2,True
resnet50,resnet50_linear_head,d16_down,1596,1596,0,0.9733699560165405,0,0,True
resnet50,resnet50_linear_head,d16_down,1626,1626,5,0.9540537595748901,5,5,True
resnet50,resnet50_linear_head,d16_down,1640,1640,8,0.9100539684295654,8,8,True
resnet50,resnet50_linear_head,d16_down,1644,1644,5,0.951911449432373,5,5,True
resnet50,resnet50_linear_head,d16_down,1648,1648,0,0.9343433380126953,0,0,True
resnet50,resnet50_linear_head,d16_down,1654,1654,9,0.9677624702453613,9,9,True
resnet50,resnet50_linear_head,d16_down,1667,1667,6,0.9470570087432861,6,6,True
resnet50,resnet50_linear_head,d16_down,1703,1703,7,0.8602054715156555,7,7,True
resnet50,resnet50_linear_head,d16_down,1711,1711,7,0.9348357915878296,7,7,True
resnet50,resnet50_linear_head,d16_down,1771,1771,7,0.9497314095497131,7,7,True
resnet50,resnet50_linear_head,d16_down,1783,1783,8,0.979128897190094,8,8,True
resnet50,resnet50_linear_head,d16_down,1814,1814,2,0.8934695720672607,2,2,True
resnet50,resnet50_linear_head,d16_down,1833,1833,8,0.800885796546936,8,8,True
resnet50,resnet50_linear_head,d16_down,1836,1836,9,0.955620527267456,9,9,True
resnet50,resnet50_linear_head,d16_down,1839,1839,2,0.9724934697151184,2,2,True
resnet50,resnet50_linear_head,d16_down,1852,1852,1,0.9521597623825073,1,1,True
resnet50,resnet50_linear_head,d16_down,1871,1871,1,0.9395918846130371,1,1,True
resnet50,resnet50_linear_head,d16_down,1877,1877,5,0.970238983631134,5,5,True
resnet50,resnet50_linear_head,d16_down,1884,1884,7,0.8328118920326233,7,7,True
resnet50,resnet50_linear_head,d16_down,1927,1927,7,0.9635081887245178,7,7,True
resnet50,resnet50_linear_head,d16_down,1954,1954,8,0.9509739875793457,8,8,True
resnet50,resnet50_linear_head,d16_down,1956,1956,7,0.971347451210022,3,3,True
resnet50,resnet50_linear_head,d16_down,1960,1960,4,0.9717745184898376,4,4,True
resnet50,resnet50_linear_head,d16_down,1977,1977,0,0.9381664991378784,0,0,True
resnet50,resnet50_linear_head,d16_down,1986,1986,1,0.9880422353744507,1,1,True
resnet50,resnet50_linear_head,d16_down,1993,1993,1,0.9731285572052002,1,1,True
resnet50,resnet50_linear_head,d16_down,2003,2003,6,0.9328134655952454,6,6,True
resnet50,resnet50_linear_head,d16_down,2011,2011,9,0.9680667519569397,9,9,True
resnet50,resnet50_linear_head,d16_down,2024,2024,0,0.9465330839157104,0,0,True
resnet50,resnet50_linear_head,d16_down,2028,2028,3,0.9480322599411011,3,3,True
resnet50,resnet50_linear_head,d16_down,2062,2062,9,0.8442781567573547,9,9,True
resnet50,resnet50_linear_head,d16_down,2070,2070,1,0.931139349937439,1,1,True
resnet50,resnet50_linear_head,d16_down,2082,2082,2,0.9498286247253418,2,2,True
resnet50,resnet50_linear_head,d16_down,2095,2095,1,0.9403588175773621,1,1,True
resnet50,resnet50_linear_head,d16_down,2109,2109,8,0.9483512043952942,8,8,True
resnet50,resnet50_linear_head,d16_down,2114,2114,9,0.9742168188095093,9,9,True
resnet50,resnet50_linear_head,d16_down,2116,2116,1,0.9550632238388062,3,3,True
resnet50,resnet50_linear_head,d16_down,2157,2157,1,0.9290140271186829,1,1,True
resnet50,resnet50_linear_head,d16_down,2167,2167,9,0.9323051571846008,9,9,True
resnet50,resnet50_linear_head,d16_down,2178,2178,1,0.9707605838775635,1,1,True
resnet50,resnet50_linear_head,d16_down,2191,2191,8,0.950832188129425,8,8,True
