candidate_id,pair_number,pair_name,schedule_rank,direction_code,direction,content_official_index,content_class_id,content_class_name,style_official_index,style_class_id,style_class_name,shape_class_id,shape_class_name,texture_class_id,texture_class_name,selection_seed,alpha,part_of_initial_generation
p04_r35_b_to_a,4,truck__horse,35,b_to_a,horse_shape__truck_texture,4746,6,horse,5915,9,truck,6,horse,9,truck,6304,0.8,False
p04_r36_a_to_b,4,truck__horse,36,a_to_b,truck_shape__horse_texture,603,9,truck,7996,6,horse,9,truck,6,horse,6304,0.8,False
p04_r36_b_to_a,4,truck__horse,36,b_to_a,horse_shape__truck_texture,7996,6,horse,603,9,truck,6,horse,9,truck,6304,0.8,False
p04_r37_a_to_b,4,truck__horse,37,a_to_b,truck_shape__horse_texture,276,9,truck,6381,6,horse,9,truck,6,horse,6304,0.8,False
p04_r37_b_to_a,4,truck__horse,37,b_to_a,horse_shape__truck_texture,6381,6,horse,276,9,truck,6,horse,9,truck,6304,0.8,False
p04_r38_a_to_b,4,truck__horse,38,a_to_b,truck_shape__horse_texture,3996,9,truck,5382,6,horse,9,truck,6,horse,6304,0.8,False
p04_r38_b_to_a,4,truck__horse,38,b_to_a,horse_shape__truck_texture,5382,6,horse,3996,9,truck,6,horse,9,truck,6304,0.8,False
p04_r39_a_to_b,4,truck__horse,39,a_to_b,truck_shape__horse_texture,131,9,truck,4011,6,horse,9,truck,6,horse,6304,0.8,False
p04_r39_b_to_a,4,truck__horse,39,b_to_a,horse_shape__truck_texture,4011,6,horse,131,9,truck,6,horse,9,truck,6304,0.8,False
p04_r40_a_to_b,4,truck__horse,40,a_to_b,truck_shape__horse_texture,2167,9,truck,4827,6,horse,9,truck,6,horse,6304,0.8,False
p04_r40_b_to_a,4,truck__horse,40,b_to_a,horse_shape__truck_texture,4827,6,horse,2167,9,truck,6,horse,9,truck,6304,0.8,False
p04_r41_a_to_b,4,truck__horse,41,a_to_b,truck_shape__horse_texture,5572,9,truck,7779,6,horse,9,truck,6,horse,6304,0.8,False
p04_r41_b_to_a,4,truck__horse,41,b_to_a,horse_shape__truck_texture,7779,6,horse,5572,9,truck,6,horse,9,truck,6304,0.8,False
p04_r42_a_to_b,4,truck__horse,42,a_to_b,truck_shape__horse_texture,2414,9,truck,977,6,horse,9,truck,6,horse,6304,0.8,False
p04_r42_b_to_a,4,truck__horse,42,b_to_a,horse_shape__truck_texture,977,6,horse,2414,9,truck,6,horse,9,truck,6304,0.8,False
p04_r43_a_to_b,4,truck__horse,43,a_to_b,truck_shape__horse_texture,7544,9,truck,5408,6,horse,9,truck,6,horse,6304,0.8,False
p04_r43_b_to_a,4,truck__horse,43,b_to_a,horse_shape__truck_texture,5408,6,horse,7544,9,truck,6,horse,9,truck,6304,0.8,False
p04_r44_a_to_b,4,truck__horse,44,a_to_b,truck_shape__horse_texture,2351,9,truck,890,6,horse,9,truck,6,horse,6304,0.8,False
p04_r44_b_to_a,4,truck__horse,44,b_to_a,horse_shape__truck_texture,890,6,horse,2351,9,truck,6,horse,9,truck,6304,0.8,False
p04_r45_a_to_b,4,truck__horse,45,a_to_b,truck_shape__horse_texture,5788,9,truck,2003,6,horse,9,truck,6,horse,6304,0.8,False
p04_r45_b_to_a,4,truck__horse,45,b_to_a,horse_shape__truck_texture,2003,6,horse,5788,9,truck,6,horse,9,truck,6304,0.8,False
p04_r46_a_to_b,4,truck__horse,46,a_to_b,truck_shape__horse_texture,5447,9,truck,929,6,horse,9,truck,6,horse,6304,0.8,False
p04_r46_b_to_a,4,truck__horse,46,b_to_a,horse_shape__truck_texture,929,6,horse,5447,9,truck,6,horse,9,truck,6304,0.8,False
p04_r47_a_to_b,4,truck__horse,47,a_to_b,truck_shape__horse_texture,3942,9,truck,3779,6,horse,9,truck,6,horse,6304,0.8,False
p04_r47_b_to_a,4,truck__horse,47,b_to_a,horse_shape__truck_texture,3779,6,horse,3942,9,truck,6,horse,9,truck,6304,0.8,False
p04_r48_a_to_b,4,truck__horse,48,a_to_b,truck_shape__horse_texture,1468,9,truck,964,6,horse,9,truck,6,horse,6304,0.8,False
p04_r48_b_to_a,4,truck__horse,48,b_to_a,horse_shape__truck_texture,964,6,horse,1468,9,truck,6,horse,9,truck,6304,0.8,False
p04_r49_a_to_b,4,truck__horse,49,a_to_b,truck_shape__horse_texture,5590,9,truck,5082,6,horse,9,truck,6,horse,6304,0.8,False
p04_r49_b_to_a,4,truck__horse,49,b_to_a,horse_shape__truck_texture,5082,6,horse,5590,9,truck,6,horse,9,truck,6304,0.8,False
p04_r50_a_to_b,4,truck__horse,50,a_to_b,truck_shape__horse_texture,3318,9,truck,545,6,horse,9,truck,6,horse,6304,0.8,False
p04_r50_b_to_a,4,truck__horse,50,b_to_a,horse_shape__truck_texture,545,6,horse,3318,9,truck,6,horse,9,truck,6304,0.8,False
p05_r01_a_to_b,5,bird__monkey,1,a_to_b,bird_shape__monkey_texture,95,1,bird,323,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r01_b_to_a,5,bird__monkey,1,b_to_a,monkey_shape__bird_texture,323,7,monkey,95,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r02_a_to_b,5,bird__monkey,2,a_to_b,bird_shape__monkey_texture,3937,1,bird,6650,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r02_b_to_a,5,bird__monkey,2,b_to_a,monkey_shape__bird_texture,6650,7,monkey,3937,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r03_a_to_b,5,bird__monkey,3,a_to_b,bird_shape__monkey_texture,6169,1,bird,6190,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r03_b_to_a,5,bird__monkey,3,b_to_a,monkey_shape__bird_texture,6190,7,monkey,6169,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r04_a_to_b,5,bird__monkey,4,a_to_b,bird_shape__monkey_texture,5560,1,bird,4661,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r04_b_to_a,5,bird__monkey,4,b_to_a,monkey_shape__bird_texture,4661,7,monkey,5560,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r05_a_to_b,5,bird__monkey,5,a_to_b,bird_shape__monkey_texture,1115,1,bird,4172,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r05_b_to_a,5,bird__monkey,5,b_to_a,monkey_shape__bird_texture,4172,7,monkey,1115,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r06_a_to_b,5,bird__monkey,6,a_to_b,bird_shape__monkey_texture,6938,1,bird,1711,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r06_b_to_a,5,bird__monkey,6,b_to_a,monkey_shape__bird_texture,1711,7,monkey,6938,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r07_a_to_b,5,bird__monkey,7,a_to_b,bird_shape__monkey_texture,1109,1,bird,4403,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r07_b_to_a,5,bird__monkey,7,b_to_a,monkey_shape__bird_texture,4403,7,monkey,1109,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r08_a_to_b,5,bird__monkey,8,a_to_b,bird_shape__monkey_texture,3550,1,bird,1703,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r08_b_to_a,5,bird__monkey,8,b_to_a,monkey_shape__bird_texture,1703,7,monkey,3550,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r09_a_to_b,5,bird__monkey,9,a_to_b,bird_shape__monkey_texture,2070,1,bird,1048,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r09_b_to_a,5,bird__monkey,9,b_to_a,monkey_shape__bird_texture,1048,7,monkey,2070,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r10_a_to_b,5,bird__monkey,10,a_to_b,bird_shape__monkey_texture,4640,1,bird,1287,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r10_b_to_a,5,bird__monkey,10,b_to_a,monkey_shape__bird_texture,1287,7,monkey,4640,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r11_a_to_b,5,bird__monkey,11,a_to_b,bird_shape__monkey_texture,825,1,bird,1473,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r11_b_to_a,5,bird__monkey,11,b_to_a,monkey_shape__bird_texture,1473,7,monkey,825,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r12_a_to_b,5,bird__monkey,12,a_to_b,bird_shape__monkey_texture,6594,1,bird,4704,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r12_b_to_a,5,bird__monkey,12,b_to_a,monkey_shape__bird_texture,4704,7,monkey,6594,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r13_a_to_b,5,bird__monkey,13,a_to_b,bird_shape__monkey_texture,261,1,bird,3467,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r13_b_to_a,5,bird__monkey,13,b_to_a,monkey_shape__bird_texture,3467,7,monkey,261,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r14_a_to_b,5,bird__monkey,14,a_to_b,bird_shape__monkey_texture,116,1,bird,1296,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r14_b_to_a,5,bird__monkey,14,b_to_a,monkey_shape__bird_texture,1296,7,monkey,116,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r15_a_to_b,5,bird__monkey,15,a_to_b,bird_shape__monkey_texture,2687,1,bird,5450,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r15_b_to_a,5,bird__monkey,15,b_to_a,monkey_shape__bird_texture,5450,7,monkey,2687,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r16_a_to_b,5,bird__monkey,16,a_to_b,bird_shape__monkey_texture,5256,1,bird,1579,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r16_b_to_a,5,bird__monkey,16,b_to_a,monkey_shape__bird_texture,1579,7,monkey,5256,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r17_a_to_b,5,bird__monkey,17,a_to_b,bird_shape__monkey_texture,1568,1,bird,1771,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r17_b_to_a,5,bird__monkey,17,b_to_a,monkey_shape__bird_texture,1771,7,monkey,1568,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r18_a_to_b,5,bird__monkey,18,a_to_b,bird_shape__monkey_texture,5220,1,bird,29,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r18_b_to_a,5,bird__monkey,18,b_to_a,monkey_shape__bird_texture,29,7,monkey,5220,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r19_a_to_b,5,bird__monkey,19,a_to_b,bird_shape__monkey_texture,6954,1,bird,1032,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r19_b_to_a,5,bird__monkey,19,b_to_a,monkey_shape__bird_texture,1032,7,monkey,6954,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r20_a_to_b,5,bird__monkey,20,a_to_b,bird_shape__monkey_texture,2116,1,bird,6772,7,monkey,1,bird,7,monkey,6304,0.8,True
p05_r20_b_to_a,5,bird__monkey,20,b_to_a,monkey_shape__bird_texture,6772,7,monkey,2116,1,bird,7,monkey,1,bird,6304,0.8,True
p05_r21_a_to_b,5,bird__monkey,21,a_to_b,bird_shape__monkey_texture,3491,1,bird,2746,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r21_b_to_a,5,bird__monkey,21,b_to_a,monkey_shape__bird_texture,2746,7,monkey,3491,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r22_a_to_b,5,bird__monkey,22,a_to_b,bird_shape__monkey_texture,5092,1,bird,1220,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r22_b_to_a,5,bird__monkey,22,b_to_a,monkey_shape__bird_texture,1220,7,monkey,5092,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r23_a_to_b,5,bird__monkey,23,a_to_b,bird_shape__monkey_texture,3413,1,bird,269,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r23_b_to_a,5,bird__monkey,23,b_to_a,monkey_shape__bird_texture,269,7,monkey,3413,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r24_a_to_b,5,bird__monkey,24,a_to_b,bird_shape__monkey_texture,1871,1,bird,5719,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r24_b_to_a,5,bird__monkey,24,b_to_a,monkey_shape__bird_texture,5719,7,monkey,1871,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r25_a_to_b,5,bird__monkey,25,a_to_b,bird_shape__monkey_texture,1852,1,bird,1956,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r25_b_to_a,5,bird__monkey,25,b_to_a,monkey_shape__bird_texture,1956,7,monkey,1852,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r26_a_to_b,5,bird__monkey,26,a_to_b,bird_shape__monkey_texture,198,1,bird,2854,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r26_b_to_a,5,bird__monkey,26,b_to_a,monkey_shape__bird_texture,2854,7,monkey,198,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r27_a_to_b,5,bird__monkey,27,a_to_b,bird_shape__monkey_texture,1993,1,bird,4236,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r27_b_to_a,5,bird__monkey,27,b_to_a,monkey_shape__bird_texture,4236,7,monkey,1993,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r28_a_to_b,5,bird__monkey,28,a_to_b,bird_shape__monkey_texture,1090,1,bird,3404,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r28_b_to_a,5,bird__monkey,28,b_to_a,monkey_shape__bird_texture,3404,7,monkey,1090,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r29_a_to_b,5,bird__monkey,29,a_to_b,bird_shape__monkey_texture,5488,1,bird,2668,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r29_b_to_a,5,bird__monkey,29,b_to_a,monkey_shape__bird_texture,2668,7,monkey,5488,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r30_a_to_b,5,bird__monkey,30,a_to_b,bird_shape__monkey_texture,4298,1,bird,1440,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r30_b_to_a,5,bird__monkey,30,b_to_a,monkey_shape__bird_texture,1440,7,monkey,4298,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r31_a_to_b,5,bird__monkey,31,a_to_b,bird_shape__monkey_texture,6733,1,bird,7270,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r31_b_to_a,5,bird__monkey,31,b_to_a,monkey_shape__bird_texture,7270,7,monkey,6733,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r32_a_to_b,5,bird__monkey,32,a_to_b,bird_shape__monkey_texture,2157,1,bird,4308,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r32_b_to_a,5,bird__monkey,32,b_to_a,monkey_shape__bird_texture,4308,7,monkey,2157,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r33_a_to_b,5,bird__monkey,33,a_to_b,bird_shape__monkey_texture,6836,1,bird,5436,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r33_b_to_a,5,bird__monkey,33,b_to_a,monkey_shape__bird_texture,5436,7,monkey,6836,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r34_a_to_b,5,bird__monkey,34,a_to_b,bird_shape__monkey_texture,2178,1,bird,3446,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r34_b_to_a,5,bird__monkey,34,b_to_a,monkey_shape__bird_texture,3446,7,monkey,2178,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r35_a_to_b,5,bird__monkey,35,a_to_b,bird_shape__monkey_texture,5123,1,bird,4748,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r35_b_to_a,5,bird__monkey,35,b_to_a,monkey_shape__bird_texture,4748,7,monkey,5123,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r36_a_to_b,5,bird__monkey,36,a_to_b,bird_shape__monkey_texture,7390,1,bird,1927,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r36_b_to_a,5,bird__monkey,36,b_to_a,monkey_shape__bird_texture,1927,7,monkey,7390,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r37_a_to_b,5,bird__monkey,37,a_to_b,bird_shape__monkey_texture,7955,1,bird,3867,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r37_b_to_a,5,bird__monkey,37,b_to_a,monkey_shape__bird_texture,3867,7,monkey,7955,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r38_a_to_b,5,bird__monkey,38,a_to_b,bird_shape__monkey_texture,3079,1,bird,5977,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r38_b_to_a,5,bird__monkey,38,b_to_a,monkey_shape__bird_texture,5977,7,monkey,3079,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r39_a_to_b,5,bird__monkey,39,a_to_b,bird_shape__monkey_texture,1230,1,bird,7835,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r39_b_to_a,5,bird__monkey,39,b_to_a,monkey_shape__bird_texture,7835,7,monkey,1230,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r40_a_to_b,5,bird__monkey,40,a_to_b,bird_shape__monkey_texture,7033,1,bird,2501,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r40_b_to_a,5,bird__monkey,40,b_to_a,monkey_shape__bird_texture,2501,7,monkey,7033,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r41_a_to_b,5,bird__monkey,41,a_to_b,bird_shape__monkey_texture,1986,1,bird,6726,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r41_b_to_a,5,bird__monkey,41,b_to_a,monkey_shape__bird_texture,6726,7,monkey,1986,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r42_a_to_b,5,bird__monkey,42,a_to_b,bird_shape__monkey_texture,6805,1,bird,5848,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r42_b_to_a,5,bird__monkey,42,b_to_a,monkey_shape__bird_texture,5848,7,monkey,6805,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r43_a_to_b,5,bird__monkey,43,a_to_b,bird_shape__monkey_texture,7202,1,bird,370,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r43_b_to_a,5,bird__monkey,43,b_to_a,monkey_shape__bird_texture,370,7,monkey,7202,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r44_a_to_b,5,bird__monkey,44,a_to_b,bird_shape__monkey_texture,2095,1,bird,4791,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r44_b_to_a,5,bird__monkey,44,b_to_a,monkey_shape__bird_texture,4791,7,monkey,2095,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r45_a_to_b,5,bird__monkey,45,a_to_b,bird_shape__monkey_texture,1436,1,bird,7081,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r45_b_to_a,5,bird__monkey,45,b_to_a,monkey_shape__bird_texture,7081,7,monkey,1436,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r46_a_to_b,5,bird__monkey,46,a_to_b,bird_shape__monkey_texture,6349,1,bird,3288,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r46_b_to_a,5,bird__monkey,46,b_to_a,monkey_shape__bird_texture,3288,7,monkey,6349,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r47_a_to_b,5,bird__monkey,47,a_to_b,bird_shape__monkey_texture,7029,1,bird,3153,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r47_b_to_a,5,bird__monkey,47,b_to_a,monkey_shape__bird_texture,3153,7,monkey,7029,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r48_a_to_b,5,bird__monkey,48,a_to_b,bird_shape__monkey_texture,2690,1,bird,6084,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r48_b_to_a,5,bird__monkey,48,b_to_a,monkey_shape__bird_texture,6084,7,monkey,2690,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r49_a_to_b,5,bird__monkey,49,a_to_b,bird_shape__monkey_texture,6076,1,bird,1884,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r49_b_to_a,5,bird__monkey,49,b_to_a,monkey_shape__bird_texture,1884,7,monkey,6076,1,bird,7,monkey,1,bird,6304,0.8,False
p05_r50_a_to_b,5,bird__monkey,50,a_to_b,bird_shape__monkey_texture,304,1,bird,3542,7,monkey,1,bird,7,monkey,6304,0.8,False
p05_r50_b_to_a,5,bird__monkey,50,b_to_a,monkey_shape__bird_texture,3542,7,monkey,304,1,bird,7,monkey,1,bird,6304,0.8,False
